"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY NOWA LEWICA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY ANTYPARTIA";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA"
100208;"gm. Nowe Ostrowy";"kutnowski";"łódzkie";11;4;4;2492;2670;720;1771;2;1773;3;23;2;0;1;0;0;1;1773;1;0;1773;74;31;38;5;1699;35;169;149;882;113;332;11;8;;;;
100209;"gm. Oporów";"kutnowski";"łódzkie";11;2;2;1803;1956;460;1343;0;1343;10;5;0;0;0;0;0;0;1343;0;0;1343;45;24;18;3;1298;26;188;88;757;79;137;21;2;;;;
100210;"gm. Strzelce";"kutnowski";"łódzkie";11;4;4;2779;3012;729;2050;0;2050;3;40;0;0;0;0;0;0;2050;0;0;2050;77;35;37;5;1973;46;251;135;1063;121;320;23;14;;;;
100211;"gm. Żychlin";"kutnowski";"łódzkie";11;9;9;8172;8693;2388;5785;0;5785;14;43;0;0;0;0;0;0;5776;0;6;5770;162;65;80;17;5608;126;633;594;2503;370;1290;60;32;;;;
100301;"gm. Buczek";"łaski";"łódzkie";11;8;8;3673;4000;671;3001;0;3001;4;47;0;0;0;0;0;0;3002;0;0;3002;75;41;24;10;2927;49;506;198;1379;214;506;60;15;;;;
100302;"gm. Łask";"łaski";"łódzkie";11;23;23;19719;21137;3737;15985;3;15988;33;164;3;0;0;0;0;3;15992;3;4;15988;286;148;110;28;15702;213;2450;1383;5678;1076;4638;197;67;;;;
100303;"gm. Sędziejowice";"łaski";"łódzkie";11;16;16;4745;4985;1010;3734;0;3734;6;21;0;0;0;0;0;0;3735;0;1;3734;92;41;40;11;3642;49;601;213;1809;258;635;59;18;;;;
100304;"gm. Widawa";"łaski";"łódzkie";11;8;8;5290;5713;1170;4120;5;4125;12;69;4;0;0;0;0;4;4123;4;11;4112;124;66;49;9;3988;38;425;144;2183;231;926;35;6;;;;
100305;"gm. Wodzierady";"łaski";"łódzkie";11;5;5;2580;2923;214;2367;0;2367;4;32;0;0;0;0;0;0;2366;0;0;2366;49;17;23;9;2317;46;380;149;901;149;645;30;17;;;;
100401;"m. Łęczyca";"łęczycki";"łódzkie";11;12;12;9933;10415;2515;7419;10;7429;16;57;10;1;0;0;0;9;7426;9;5;7421;158;84;58;16;7263;127;758;538;2395;424;2892;69;60;;;;
100402;"gm. Daszyna";"łęczycki";"łódzkie";11;2;2;2770;3006;744;2026;0;2026;5;19;0;0;0;0;0;0;2024;0;0;2024;61;26;31;4;1963;32;265;106;1141;98;276;32;13;;;;
100403;"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";11;6;6;3317;3408;907;2410;1;2411;6;13;1;0;0;0;0;1;2411;1;0;2411;67;22;34;11;2344;39;238;107;1401;228;288;36;7;;;;
100404;"gm. Grabów";"łęczycki";"łódzkie";11;7;7;4182;4513;1227;2955;0;2955;14;21;0;0;0;0;0;0;2955;0;1;2954;87;38;36;13;2867;52;329;136;1732;210;374;25;9;;;;
100405;"gm. Łęczyca";"łęczycki";"łódzkie";11;9;9;7221;7398;1872;5270;1;5271;5;17;1;0;0;0;0;1;5271;1;0;5271;227;124;94;9;5044;83;631;257;2552;401;1019;60;41;;;;
100406;"gm. Piątek";"łęczycki";"łódzkie";11;8;8;4202;4590;878;3324;2;3326;8;14;2;0;0;0;0;2;3326;2;0;3326;81;43;30;8;3245;71;429;173;1825;237;433;71;6;;;;
100407;"gm. Świnice Warckie";"łęczycki";"łódzkie";11;4;4;2822;3029;747;2075;0;2075;0;24;0;0;0;0;0;0;2075;0;0;2075;66;32;28;6;2009;47;347;116;1079;132;241;40;7;;;;
100408;"gm. Witonia";"łęczycki";"łódzkie";11;5;5;2330;2511;578;1752;1;1753;2;18;1;0;0;0;0;1;1753;1;0;1753;69;40;23;6;1684;27;228;89;925;149;237;21;8;;;;
100501;"m. Łowicz";"łowicki";"łódzkie";11;23;23;20134;21420;3969;16160;9;16169;16;266;8;0;0;0;0;8;16172;8;12;16160;375;168;175;32;15785;255;2514;1203;5871;1391;4314;195;42;;;;
100502;"gm. Bielawy";"łowicki";"łódzkie";11;8;8;3970;4206;1069;2901;0;2901;9;43;0;0;0;0;0;0;2901;0;0;2901;80;32;40;8;2821;66;459;188;1518;266;285;27;12;;;;
100503;"gm. Chąśno";"łowicki";"łódzkie";11;3;3;2238;2336;508;1729;0;1729;8;6;0;0;0;0;0;0;1729;0;0;1729;52;29;17;6;1677;19;307;62;851;317;91;30;0;;;;
100504;"gm. Domaniewice";"łowicki";"łódzkie";11;8;8;3351;3557;708;2643;0;2643;4;17;0;0;0;0;0;0;2643;0;1;2642;87;48;36;3;2555;50;470;149;1366;254;224;39;3;;;;
100505;"gm. Kiernozia";"łowicki";"łódzkie";11;4;4;2408;2581;631;1777;0;1777;5;12;0;0;0;0;0;0;1777;0;0;1777;60;17;41;2;1717;13;255;74;996;168;184;19;8;;;;
100506;"gm. Kocierzew Południowy";"łowicki";"łódzkie";11;4;4;2996;3252;649;2347;0;2347;5;19;0;0;0;0;0;0;2347;0;0;2347;46;16;23;7;2301;32;281;84;1457;245;179;16;7;;;;
100507;"gm. Łowicz";"łowicki";"łódzkie";11;8;8;5546;6062;1000;4546;0;4546;5;35;0;0;0;0;0;0;4547;0;1;4546;130;61;51;18;4416;74;795;272;2120;474;590;74;17;;;;
100508;"gm. Łyszkowice";"łowicki";"łódzkie";11;9;9;4733;5135;1074;3659;2;3661;1;52;2;0;0;0;0;2;3660;2;0;3660;139;69;63;7;3521;83;559;204;1918;310;402;43;2;;;;
100509;"gm. Nieborów";"łowicki";"łódzkie";11;8;8;6685;7378;1040;5645;0;5645;5;93;0;0;0;0;0;0;5645;0;1;5644;133;61;63;9;5511;102;931;344;2633;457;910;98;36;;;;
100510;"gm. Zduny";"łowicki";"łódzkie";11;6;6;3982;4263;817;3165;0;3165;12;18;0;0;0;0;0;0;3165;0;1;3164;75;29;45;1;3089;43;673;194;1475;296;353;44;11;;;;
100602;"gm. Andrespol";"łódzki wschodni";"łódzkie";9;17;17;11493;11566;2075;9418;4;9422;16;161;4;1;1;0;0;2;9418;2;5;9413;98;61;37;0;9315;121;1151;1014;2934;677;3276;142;;;;;
100603;"gm. Brójce";"łódzki wschodni";"łódzkie";9;7;7;5166;5496;737;4428;1;4429;6;39;1;0;0;0;0;1;4429;1;1;4428;53;25;28;0;4375;66;644;337;1814;330;1085;99;;;;;
100607;"gm. Koluszki";"łódzki wschodni";"łódzkie";9;26;26;17225;18050;3052;14173;0;14173;22;158;0;0;0;0;0;0;14170;0;5;14165;161;96;65;0;14004;214;1728;1192;5484;1001;4165;220;;;;;
100608;"gm. Nowosolna";"łódzki wschodni";"łódzkie";9;6;6;4214;4337;553;3661;2;3663;10;118;2;0;0;0;0;2;3662;2;0;3662;47;21;26;0;3615;51;576;345;899;225;1458;61;;;;;
100610;"gm. Rzgów";"łódzki wschodni";"łódzkie";9;9;9;7628;8317;699;6929;0;6929;17;67;0;0;0;0;0;0;6929;0;1;6928;88;48;40;0;6840;98;1080;518;2451;483;2098;112;;;;;
100611;"gm. Tuszyn";"łódzki wschodni";"łódzkie";9;22;22;9795;10122;1969;7826;0;7826;13;55;0;0;0;0;0;0;7825;0;1;7824;79;51;28;0;7745;108;924;588;3022;559;2395;149;;;;;
100701;"gm. Białaczów";"opoczyński";"łódzkie";10;8;8;4151;4436;1004;3147;0;3147;9;16;0;0;0;0;0;0;3146;0;2;3144;105;68;30;7;3039;42;488;125;1796;226;315;35;12;;;;
100702;"gm. Drzewica";"opoczyński";"łódzkie";10;17;17;7602;7923;1623;5980;6;5986;9;43;6;0;0;0;0;6;5986;6;1;5985;126;65;48;13;5859;88;619;268;3750;380;668;67;19;;;;
100703;"gm. Mniszków";"opoczyński";"łódzkie";10;4;4;3399;3663;678;2721;1;2722;8;25;1;1;0;0;0;0;2719;0;6;2713;62;31;19;12;2651;54;350;90;1687;172;246;44;8;;;;
100704;"gm. Opoczno";"opoczyński";"łódzkie";10;32;32;24121;24988;4858;19263;14;19277;24;151;13;2;0;0;0;11;19266;11;2;19264;283;164;85;34;18981;242;2938;1038;9755;1598;3143;192;75;;;;
100705;"gm. Paradyż";"opoczyński";"łódzkie";10;4;4;3051;3292;522;2529;0;2529;2;29;0;0;0;0;0;0;2528;0;0;2528;72;36;30;6;2456;33;454;58;1605;147;119;36;4;;;;
100706;"gm. Poświętne";"opoczyński";"łódzkie";10;4;4;2212;2461;365;1847;0;1847;6;20;0;0;0;0;0;0;1847;0;0;1847;33;21;9;3;1814;28;220;48;1205;141;146;18;8;;;;
100707;"gm. Sławno";"opoczyński";"łódzkie";10;11;11;5389;5810;969;4420;1;4421;15;36;1;0;0;0;0;1;4421;1;0;4421;102;45;43;14;4319;68;742;109;2642;347;356;45;10;;;;
100708;"gm. Żarnów";"opoczyński";"łódzkie";10;12;12;4362;4573;1036;3326;0;3326;10;33;0;0;0;0;0;0;3326;0;0;3326;76;40;28;8;3250;51;452;139;1997;186;368;44;13;;;;
100801;"m. Konstantynów Łódzki";"pabianicki";"łódzkie";11;13;13;13707;14604;2317;11389;9;11398;36;144;9;1;0;0;0;8;11389;8;9;11380;207;122;64;21;11173;186;1344;1048;3193;780;4284;148;190;;;;
100802;"m. Pabianice";"pabianicki";"łódzkie";11;29;29;43530;47286;7016;36507;11;36518;130;544;11;3;0;0;0;8;36503;8;55;36448;534;233;254;47;35914;487;4093;4663;11016;1975;13060;459;161;;;;
100803;"gm. Dłutów";"pabianicki";"łódzkie";11;5;5;3494;3772;520;2974;0;2974;10;26;0;0;0;0;0;0;2974;0;0;2974;74;38;26;10;2900;63;374;248;1219;229;692;54;21;;;;
100804;"gm. Dobroń";"pabianicki";"łódzkie";11;6;6;5543;6192;734;4809;1;4810;13;106;1;0;0;0;0;1;4808;1;1;4807;71;31;30;10;4736;86;733;393;1682;331;1434;67;10;;;;
100805;"gm. Ksawerów";"pabianicki";"łódzkie";11;7;7;5720;6083;818;4902;0;4902;7;100;0;0;0;0;0;0;4899;0;0;4899;104;63;33;8;4795;64;708;456;1444;315;1702;71;35;;;;
100806;"gm. Lutomiersk";"pabianicki";"łódzkie";11;7;7;6650;7158;947;5703;4;5707;7;64;4;2;0;0;0;2;5704;2;0;5704;112;53;32;27;5592;91;890;437;1902;430;1759;42;41;;;;
100807;"gm. Pabianice";"pabianicki";"łódzkie";11;5;5;6163;6273;901;5262;1;5263;8;77;1;1;0;0;0;0;5262;0;0;5262;77;36;25;16;5185;84;809;514;1670;366;1629;92;21;;;;
100901;"gm. Działoszyn";"pajęczański";"łódzkie";11;8;8;8752;9200;1887;6865;6;6871;21;77;6;0;0;0;0;6;6871;6;11;6860;158;76;56;26;6702;102;1009;464;3220;435;1355;77;40;;;;
100902;"gm. Kiełczygłów";"pajęczański";"łódzkie";11;3;3;3109;3128;735;2374;0;2374;8;15;0;0;0;0;0;0;2373;0;2;2371;55;27;28;0;2316;25;333;133;1398;162;221;31;13;;;;
100903;"gm. Nowa Brzeźnica";"pajęczański";"łódzkie";11;4;4;3314;3635;704;2610;0;2610;7;80;0;0;0;0;0;0;2608;0;0;2608;67;35;23;9;2541;41;489;123;1277;177;376;32;26;;;;
100904;"gm. Pajęczno";"pajęczański";"łódzkie";11;9;9;8329;8802;1927;6402;1;6403;25;45;1;0;0;0;0;1;6401;1;1;6400;132;72;47;13;6268;78;1136;431;2971;357;1195;78;22;;;;
100905;"gm. Rząśnia";"pajęczański";"łódzkie";11;7;7;3621;3836;777;2844;0;2844;6;24;0;0;0;0;0;0;2844;0;0;2844;90;51;33;6;2754;40;376;138;1641;213;310;27;9;;;;
100906;"gm. Siemkowice";"pajęczański";"łódzkie";11;4;4;3503;3720;824;2679;0;2679;11;17;0;0;0;0;0;0;2678;0;0;2678;77;36;38;3;2601;17;369;152;1623;164;249;16;11;;;;
100907;"gm. Strzelce Wielkie";"pajęczański";"łódzkie";11;4;4;3344;3551;824;2520;2;2522;0;20;2;1;0;0;0;1;2519;1;2;2517;95;52;40;3;2422;21;602;85;1335;151;198;22;8;;;;
100908;"gm. Sulmierzyce";"pajęczański";"łódzkie";11;5;5;3281;3486;701;2580;0;2580;6;28;0;0;0;0;0;0;2580;0;0;2580;52;34;16;2;2528;55;296;154;1474;170;328;37;14;;;;
101001;"gm. Aleksandrów";"piotrkowski";"łódzkie";10;6;6;3237;3487;642;2595;0;2595;21;27;0;0;0;0;0;0;2595;0;0;2595;80;38;35;7;2515;27;374;108;1520;126;324;26;10;;;;
101002;"gm. Czarnocin";"piotrkowski";"łódzkie";10;6;6;2883;3199;429;2454;1;2455;2;46;1;0;0;0;0;1;2455;1;0;2455;39;22;13;4;2416;27;443;107;1258;227;291;54;9;;;;
101003;"gm. Gorzkowice";"piotrkowski";"łódzkie";10;10;10;6091;6492;1400;4690;0;4690;10;36;0;0;0;0;0;0;4692;0;1;4691;129;77;46;6;4562;75;679;231;2626;326;562;52;11;;;;
101004;"gm. Grabica";"piotrkowski";"łódzkie";10;6;6;4402;4678;859;3543;3;3546;5;23;3;0;0;0;0;3;3546;3;0;3546;79;43;29;7;3467;63;589;124;1936;269;421;51;14;;;;
101005;"gm. Łęki Szlacheckie";"piotrkowski";"łódzkie";10;4;4;2466;2704;607;1860;0;1860;0;21;0;0;0;0;0;0;1858;0;2;1856;52;25;18;9;1804;27;280;91;1076;136;179;11;4;;;;
101006;"gm. Moszczenica";"piotrkowski";"łódzkie";10;10;10;9238;9962;1741;7497;3;7500;14;97;3;0;0;0;0;3;7497;3;3;7494;125;60;42;23;7369;103;1541;358;3531;582;1093;129;32;;;;
101007;"gm. Ręczno";"piotrkowski";"łódzkie";10;4;4;2581;2790;573;2008;0;2008;10;37;0;0;0;0;0;0;2008;0;0;2008;66;35;25;6;1942;35;304;104;1133;119;222;22;3;;;;
101008;"gm. Rozprza";"piotrkowski";"łódzkie";10;10;10;8738;9336;1955;6783;0;6783;15;68;0;0;0;0;0;0;6783;0;0;6783;156;104;43;9;6627;90;1145;357;3659;465;826;64;21;;;;
101009;"gm. Sulejów";"piotrkowski";"łódzkie";10;13;13;12013;12716;2439;9562;3;9565;5;166;3;0;0;0;0;3;9563;3;0;9563;187;112;56;19;9376;170;1295;582;4430;759;1976;133;31;;;;
101010;"gm. Wola Krzysztoporska";"piotrkowski";"łódzkie";10;12;12;8442;9124;1699;6743;0;6743;5;48;0;0;0;0;0;0;6743;0;0;6743;128;82;38;8;6615;148;849;259;3827;523;864;97;48;;;;
101011;"gm. Wolbórz";"piotrkowski";"łódzkie";10;12;12;5879;6200;1070;4809;1;4810;15;133;1;0;0;1;0;0;4809;0;0;4809;100;39;50;11;4709;80;726;270;2195;443;898;76;21;;;;
101101;"gm. Dalików";"poddębicki";"łódzkie";11;5;5;2988;3277;499;2489;0;2489;7;29;0;0;0;0;0;0;2489;0;0;2489;76;33;37;6;2413;40;448;152;1182;161;389;32;9;;;;
101102;"gm. Pęczniew";"poddębicki";"łódzkie";11;5;5;2590;2839;545;2045;0;2045;8;22;0;0;0;0;0;0;2045;0;0;2045;50;23;25;2;1995;37;294;99;1044;97;386;36;2;;;;
101103;"gm. Poddębice";"poddębicki";"łódzkie";11;21;21;11089;12055;2224;8865;4;8869;12;180;4;0;0;0;0;4;8865;4;0;8865;249;144;87;18;8616;120;2195;551;3338;444;1749;187;32;;;;
101104;"gm. Uniejów";"poddębicki";"łódzkie";11;8;8;5159;5624;978;4180;8;4188;4;133;5;0;0;0;0;5;4186;5;4;4182;106;44;52;10;4076;75;598;264;2083;256;698;84;18;;;;
101105;"gm. Wartkowice";"poddębicki";"łódzkie";11;10;10;4596;4885;1291;3305;0;3305;11;21;0;0;0;0;0;0;3305;0;1;3304;144;85;50;9;3160;73;566;178;1661;211;408;54;9;;;;
101106;"gm. Zadzim";"poddębicki";"łódzkie";11;6;6;3595;3905;824;2771;1;2772;3;16;0;0;0;0;0;0;2771;0;0;2771;78;41;29;8;2693;46;512;127;1409;195;341;46;17;;;;
101201;"m. Radomsko";"radomszczański";"łódzkie";10;24;24;32160;34076;6894;25265;8;25273;66;331;8;2;0;0;1;5;25264;5;2;25262;347;194;110;43;24915;682;2205;1763;9410;1328;9062;272;193;;;;
101202;"gm. Dobryszyce";"radomszczański";"łódzkie";10;4;4;3156;3346;690;2466;0;2466;7;14;0;0;0;0;0;0;2466;0;0;2466;70;31;27;12;2396;52;275;126;1115;177;576;22;53;;;;
101203;"gm. Gidle";"radomszczański";"łódzkie";10;7;7;4361;4666;1130;3232;3;3235;7;34;3;0;0;0;0;3;3232;3;0;3232;83;47;30;6;3149;58;449;199;1481;238;644;54;26;;;;
101204;"gm. Gomunice";"radomszczański";"łódzkie";10;7;7;4204;4500;852;3352;2;3354;18;67;0;0;0;0;0;0;3351;0;0;3351;86;42;36;8;3265;74;383;196;1641;235;713;14;9;;;;
101205;"gm. Kamieńsk";"radomszczański";"łódzkie";10;7;7;4173;4484;874;3298;4;3302;15;38;3;2;0;0;0;1;3300;1;3;3297;75;44;24;7;3222;72;331;161;1857;239;525;33;4;;;;
101206;"gm. Kobiele Wielkie";"radomszczański";"łódzkie";10;5;5;3172;3400;816;2356;2;2358;7;16;2;0;0;0;0;2;2358;2;0;2358;67;35;24;8;2291;70;268;175;1122;150;472;23;11;;;;
101207;"gm. Kodrąb";"radomszczański";"łódzkie";10;7;7;3222;3500;750;2471;1;2472;12;15;1;0;0;0;0;1;2473;1;1;2472;83;43;35;5;2389;46;284;129;1303;130;459;28;10;;;;
101208;"gm. Lgota Wielka";"radomszczański";"łódzkie";10;7;7;3049;3253;655;2393;0;2393;7;15;0;0;0;0;0;0;2394;0;0;2394;75;38;31;6;2319;68;293;104;1228;205;381;31;9;;;;
101209;"gm. Ładzice";"radomszczański";"łódzkie";10;5;5;3479;3709;949;2530;0;2530;6;30;0;0;0;0;0;0;2530;0;3;2527;80;51;20;9;2447;52;278;145;1247;159;527;24;15;;;;
101210;"gm. Masłowice";"radomszczański";"łódzkie";10;7;7;2986;3167;676;2310;0;2310;8;41;0;0;0;0;0;0;2310;0;0;2310;87;44;27;16;2223;50;227;134;1359;152;275;17;9;;;;
101211;"gm. Przedbórz";"radomszczański";"łódzkie";10;7;7;5224;5495;1542;3682;0;3682;15;38;0;0;0;0;0;0;3682;0;5;3677;102;72;25;5;3575;55;367;151;2044;232;664;52;10;;;;
101212;"gm. Radomsko";"radomszczański";"łódzkie";10;7;7;3986;4230;865;3122;1;3123;0;30;1;0;0;0;0;1;3123;1;0;3123;66;42;21;3;3057;66;376;199;1376;207;775;51;7;;;;
101213;"gm. Wielgomłyny";"radomszczański";"łódzkie";10;7;7;3301;3528;911;2390;1;2391;7;29;1;0;0;0;0;1;2390;1;0;2390;86;40;28;18;2304;41;292;99;1409;129;291;34;9;;;;
101214;"gm. Żytno";"radomszczański";"łódzkie";10;6;6;3715;4084;998;2717;0;2717;5;97;0;0;0;0;0;0;2717;0;2;2715;101;58;34;9;2614;49;241;146;1589;161;336;74;18;;;;
101301;"m. Rawa Mazowiecka";"rawski";"łódzkie";10;9;9;11751;12856;1805;9936;3;9939;15;107;3;0;0;0;0;3;9938;3;11;9927;167;78;78;11;9760;113;1819;605;3944;721;2355;171;32;;;;
101302;"gm. Biała Rawska";"rawski";"łódzkie";10;12;12;7965;8708;2043;5922;0;5922;3;80;0;0;0;0;0;0;5920;0;1;5919;186;96;75;15;5733;105;1080;249;2883;565;779;55;17;;;;
101303;"gm. Cielądz";"rawski";"łódzkie";10;5;5;2751;3121;502;2249;0;2249;5;17;0;0;0;0;0;0;2249;0;0;2249;69;35;28;6;2180;27;314;87;1308;226;171;38;9;;;;
101304;"gm. Rawa Mazowiecka";"rawski";"łódzkie";10;6;6;6353;6853;1406;4946;0;4946;5;34;0;0;0;0;0;0;4947;0;2;4945;149;88;47;14;4796;88;867;224;2474;426;623;86;8;;;;
101305;"gm. Regnów";"rawski";"łódzkie";10;2;2;1315;1444;217;1098;0;1098;2;15;0;0;0;0;0;0;1098;0;2;1096;28;9;13;6;1068;15;209;40;657;74;61;11;1;;;;
101306;"gm. Sadkowice";"rawski";"łódzkie";10;4;4;3852;4218;993;2859;1;2860;6;31;1;0;0;0;0;1;2850;1;0;2850;133;68;57;8;2717;71;406;82;1597;266;237;50;8;;;;
101401;"m. Sieradz";"sieradzki";"łódzkie";11;28;28;30751;31645;6465;24283;23;24306;34;201;23;8;0;0;0;17;24297;17;20;24277;440;261;156;23;23837;513;3187;1909;8184;1477;8126;371;70;;;;
101402;"gm. Błaszki";"sieradzki";"łódzkie";11;12;12;10262;10989;2562;7700;0;7700;15;65;0;0;0;0;0;0;7701;0;3;7698;194;104;73;17;7504;92;1268;326;4065;528;1056;145;24;;;;
101403;"gm. Brąszewice";"sieradzki";"łódzkie";11;4;4;3126;3337;752;2374;1;2375;5;29;0;0;0;0;0;0;2373;0;0;2373;84;46;31;7;2289;45;288;72;1398;209;205;61;11;;;;
101404;"gm. Brzeźnio";"sieradzki";"łódzkie";11;5;5;4569;4893;989;3581;1;3582;1;16;1;1;0;0;0;0;3581;0;0;3581;82;45;32;5;3499;64;611;215;1616;264;676;50;3;;;;
101405;"gm. Burzenin";"sieradzki";"łódzkie";11;9;9;3940;4257;956;2984;0;2984;5;25;0;0;0;0;0;0;2984;0;0;2984;83;39;37;7;2901;84;425;177;1409;267;488;44;7;;;;
101406;"gm. Goszczanów";"sieradzki";"łódzkie";11;7;7;3843;4159;1063;2780;0;2780;12;10;0;0;0;0;0;0;2780;0;0;2780;80;43;31;6;2700;53;427;124;1513;204;300;55;24;;;;
101407;"gm. Klonowa";"sieradzki";"łódzkie";11;5;5;2063;2189;491;1572;0;1572;6;17;0;0;0;0;0;0;1572;0;0;1572;63;35;23;5;1509;25;169;59;879;115;149;108;5;;;;
101408;"gm. Sieradz";"sieradzki";"łódzkie";11;8;8;7790;8219;1611;6166;2;6168;7;35;2;1;0;1;0;0;6167;0;0;6167;140;68;53;19;6027;127;913;377;2908;391;1200;98;13;;;;
101409;"gm. Warta";"sieradzki";"łódzkie";11;12;12;9330;9669;2484;6845;0;6845;15;69;0;0;0;0;0;0;6844;0;3;6841;176;124;40;12;6665;109;956;335;3585;463;1094;104;19;;;;
101410;"gm. Wróblew";"sieradzki";"łódzkie";11;4;4;4400;4746;957;3442;6;3448;0;28;6;2;0;0;0;4;3445;4;28;3417;66;31;26;9;3351;49;549;151;1822;232;431;110;7;;;;
101411;"gm. Złoczew";"sieradzki";"łódzkie";11;7;7;5117;5481;1278;3837;16;3853;12;31;16;0;0;0;0;16;3852;16;0;3852;121;59;51;11;3731;82;551;217;1921;303;531;94;32;;;;
101501;"gm. Bolimów";"skierniewicki";"łódzkie";10;5;5;2783;3134;433;2350;2;2352;3;95;2;0;0;0;0;2;2352;2;0;2352;60;32;24;4;2292;64;399;185;1066;181;336;44;17;;;;
101502;"gm. Głuchów";"skierniewicki";"łódzkie";10;4;4;4044;4370;482;3562;0;3562;11;27;0;0;0;0;0;0;3560;0;0;3560;83;40;35;8;3477;57;614;90;2159;266;208;74;9;;;;
101503;"gm. Godzianów";"skierniewicki";"łódzkie";10;2;2;1837;2015;231;1606;1;1607;0;24;1;0;0;0;0;1;1604;1;0;1604;36;17;17;2;1568;37;212;93;932;137;124;30;3;;;;
101504;"gm. Kowiesy";"skierniewicki";"łódzkie";10;5;5;2180;2413;427;1753;0;1753;2;114;0;0;0;0;0;0;1753;0;0;1753;45;23;16;6;1708;34;286;179;756;166;261;25;1;;;;
101505;"gm. Lipce Reymontowskie";"skierniewicki";"łódzkie";10;3;3;2314;2540;363;1951;0;1951;8;23;0;0;0;0;0;0;1950;0;0;1950;50;28;17;5;1900;25;275;132;1104;126;206;24;8;;;;
101506;"gm. Maków";"skierniewicki";"łódzkie";10;6;6;4334;4733;697;3636;0;3636;4;26;0;0;0;0;0;0;3635;0;0;3635;71;32;31;8;3564;58;539;184;1912;318;420;125;8;;;;
101507;"gm. Nowy Kawęczyn";"skierniewicki";"łódzkie";10;4;4;2451;2714;419;2032;0;2032;2;24;0;0;0;0;0;0;2032;0;0;2032;59;22;30;7;1973;33;319;139;995;205;248;27;7;;;;
101508;"gm. Skierniewice";"skierniewicki";"łódzkie";10;9;9;5564;5894;1061;4501;4;4505;1;86;2;0;0;1;0;1;4502;1;2;4500;100;66;28;6;4400;101;653;348;2036;399;762;79;22;;;;
101509;"gm. Słupia";"skierniewicki";"łódzkie";10;4;4;1878;1971;223;1655;0;1655;14;5;0;0;0;0;0;0;1655;0;0;1655;74;32;32;10;1581;33;219;91;938;120;133;36;11;;;;
101601;"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";10;28;28;42862;44529;9301;33551;18;33569;54;395;14;0;0;0;0;14;33556;14;15;33541;592;302;231;59;32949;580;4100;2407;12030;1984;11408;332;108;;;;
101602;"gm. Będków";"tomaszowski";"łódzkie";10;4;4;2548;2587;584;1965;1;1966;1;9;1;0;0;0;0;1;1966;1;0;1966;56;35;20;1;1910;30;259;98;1039;200;247;30;7;;;;
101603;"gm. Budziszewice";"tomaszowski";"łódzkie";10;3;3;1520;1659;251;1269;0;1269;2;10;0;0;0;0;0;0;1269;0;0;1269;45;24;17;4;1224;15;170;57;678;103;181;17;3;;;;
101604;"gm. Czerniewice";"tomaszowski";"łódzkie";10;4;4;3588;3898;676;2912;0;2912;6;23;0;0;0;0;0;0;2911;0;0;2911;107;64;36;7;2804;59;578;119;1527;213;229;72;7;;;;
